"payment_id","customer_id","staff_id","rental_id","amount","payment_date"
24843,234,1,12226,"0.99","2020-03-17 19:29:14.996577-06"
24844,234,2,12863,"4.99","2020-03-18 19:04:25.996577-06"
24845,234,1,12921,"5.99","2020-03-18 21:16:14.996577-06"
24846,234,2,13349,"2.99","2020-03-19 13:11:42.996577-06"
24847,234,2,15037,"5.99","2020-03-22 02:04:59.996577-06"
24848,234,1,15129,"2.99","2020-03-22 05:32:18.996577-06"
24849,235,2,12332,"2.99","2020-03-17 23:19:31.996577-06"
24850,235,1,12502,"4.99","2020-03-18 05:44:57.996577-06"
24851,235,2,13070,"0.99","2020-03-19 02:24:49.996577-06"
24852,235,1,13469,"0.99","2020-03-19 17:28:02.996577-06"
24853,235,2,14749,"3.99","2020-03-21 15:36:59.996577-06"
24854,235,1,15034,"6.99","2020-03-22 02:01:34.996577-06"
24855,236,2,11139,"6.99","2020-03-02 00:56:02.996577-07"
24856,236,2,11486,"3.99","2020-03-02 14:02:32.996577-07"
24857,236,2,11507,"5.99","2020-03-16 15:55:09.996577-06"
24858,236,1,11895,"4.99","2020-03-17 07:43:33.996577-06"
24859,236,1,12975,"2.99","2020-03-18 23:19:45.996577-06"
24860,236,1,13364,"2.99","2020-03-19 13:37:56.996577-06"
24861,236,1,13443,"7.99","2020-03-19 16:22:08.996577-06"
24862,236,2,14321,"4.99","2020-03-21 00:33:38.996577-06"
24863,236,1,14364,"7.99","2020-03-21 01:53:37.996577-06"
24864,236,2,14722,"4.99","2020-03-21 14:19:19.996577-06"
24865,237,2,11125,"4.99","2020-03-02 00:24:01.996577-07"
24866,237,2,11479,"11.99","2020-03-02 13:46:39.996577-07"
24867,237,2,11772,"5.99","2020-03-17 02:47:23.996577-06"
24868,237,1,12469,"0.99","2020-03-18 04:21:33.996577-06"
24869,237,2,13914,"6.99","2020-03-20 09:07:23.996577-06"
24870,237,2,13922,"6.99","2020-03-20 09:31:03.996577-06"
24871,237,2,13969,"6.99","2020-03-20 11:11:06.996577-06"
24872,237,2,14453,"3.99","2020-03-21 05:02:00.996577-06"
24873,237,2,15139,"8.99","2020-03-22 06:06:37.996577-06"
24874,237,1,15337,"0.99","2020-03-22 13:18:17.996577-06"
24875,237,2,15931,"1.99","2020-03-23 10:56:35.996577-06"
24876,238,1,10659,"5.99","2020-03-01 08:09:00.996577-07"
24877,238,2,11543,"5.99","2020-03-16 17:22:54.996577-06"
24878,238,2,11632,"2.99","2020-03-16 20:57:58.996577-06"
24879,238,1,11897,"2.99","2020-03-17 07:52:32.996577-06"
24880,238,1,14312,"4.99","2020-03-21 00:17:00.996577-06"
24881,238,1,14343,"8.99","2020-03-21 01:08:47.996577-06"
24882,238,1,15455,"0.99","2020-03-22 17:33:26.996577-06"
24883,239,1,10755,"0.99","2020-03-01 11:42:40.996577-07"
24884,239,2,10923,"2.99","2020-03-01 17:43:27.996577-07"
24885,239,1,11487,"2.99","2020-03-02 14:03:31.996577-07"
24886,239,2,11900,"4.99","2020-03-17 07:59:10.996577-06"
24887,239,1,11968,"0.99","2020-03-17 10:16:00.996577-06"
24888,239,1,12340,"4.99","2020-03-17 23:35:27.996577-06"
24889,239,1,12721,"1.99","2020-03-18 13:58:38.996577-06"
24890,239,1,13175,"4.99","2020-03-19 06:23:19.996577-06"
24891,239,2,13427,"4.99","2020-03-19 15:47:28.996577-06"
24892,239,2,13999,"3.99","2020-03-20 12:21:58.996577-06"
24893,239,2,14062,"1.99","2020-03-20 15:03:00.996577-06"
24894,240,1,10308,"7.99","2020-02-29 19:51:15.996577-07"
24895,240,1,11745,"3.99","2020-03-17 01:28:27.996577-06"
24896,240,2,12283,"6.99","2020-03-17 21:22:51.996577-06"
24897,240,2,13030,"2.99","2020-03-19 00:56:37.996577-06"
24898,240,2,13119,"4.99","2020-03-19 04:13:25.996577-06"
24899,240,1,13663,"8.99","2020-03-20 00:40:59.996577-06"
24900,240,2,14573,"2.99","2020-03-21 09:12:58.996577-06"
24901,240,2,15641,"0.99","2020-03-23 00:35:15.996577-06"
24902,241,2,10447,"3.99","2020-03-01 00:33:24.996577-07"
24903,241,1,10652,"2.99","2020-03-01 07:52:34.996577-07"
24904,241,1,11423,"1.99","2020-03-02 11:25:39.996577-07"
24905,241,2,12418,"4.99","2020-03-18 02:28:02.996577-06"
24906,241,1,12956,"4.99","2020-03-18 22:34:52.996577-06"
24907,241,2,13077,"2.99","2020-03-19 02:43:45.996577-06"
24908,241,2,14269,"7.99","2020-03-20 22:50:33.996577-06"
24909,241,2,14485,"2.99","2020-03-21 06:20:33.996577-06"
24910,241,1,14936,"0.99","2020-03-21 22:19:52.996577-06"
24911,241,2,15137,"2.99","2020-03-22 05:48:54.996577-06"
24912,241,1,15429,"2.99","2020-03-22 16:48:57.996577-06"
24913,241,1,15767,"4.99","2020-03-23 05:42:41.996577-06"
24914,242,2,10367,"0.99","2020-02-29 21:40:45.996577-07"
24915,242,2,10382,"4.99","2020-02-29 22:05:11.996577-07"
24916,242,2,10650,"9.99","2020-03-01 07:47:11.996577-07"
24917,242,2,11020,"0.99","2020-03-01 20:58:14.996577-07"
24918,242,1,11258,"4.99","2020-03-02 05:14:05.996577-07"
24919,242,2,11607,"0.99","2020-03-16 20:04:32.996577-06"
24920,242,1,11931,"4.99","2020-03-17 09:03:40.996577-06"
24921,242,2,12724,"7.99","2020-03-18 14:05:46.996577-06"
24922,242,1,12855,"4.99","2020-03-18 18:47:24.996577-06"
24923,242,1,13271,"9.99","2020-03-19 10:10:32.996577-06"
24924,242,2,13567,"0.99","2020-03-19 21:17:47.996577-06"
24925,242,2,13646,"5.99","2020-03-20 00:15:34.996577-06"
24926,242,1,14515,"0.99","2020-03-21 07:20:40.996577-06"
24927,242,1,15002,"0.99","2020-03-22 00:34:26.996577-06"
24928,243,1,12209,"2.99","2020-03-17 18:55:46.996577-06"
24929,243,1,13291,"2.99","2020-03-19 11:00:37.996577-06"
24930,243,1,14033,"2.99","2020-03-20 13:59:19.996577-06"
24931,243,1,14108,"0.99","2020-03-20 17:21:11.996577-06"
24932,243,1,14272,"3.99","2020-03-20 22:53:21.996577-06"
24933,243,2,14581,"1.99","2020-03-21 09:35:34.996577-06"
24934,243,2,14705,"2.99","2020-03-21 13:31:21.996577-06"
24935,244,2,10684,"6.99","2020-03-01 09:15:26.996577-07"
24936,244,2,10969,"2.99","2020-03-01 19:32:58.996577-07"
24937,244,2,11157,"0.99","2020-03-02 01:26:41.996577-07"
24938,244,1,11267,"9.99","2020-03-02 05:37:34.996577-07"
24939,244,1,11762,"9.99","2020-03-17 02:16:32.996577-06"
24940,244,1,13630,"4.99","2020-03-19 23:34:22.996577-06"
24941,244,2,13774,"0.99","2020-03-20 04:22:27.996577-06"
24942,244,1,13928,"0.99","2020-03-20 09:40:54.996577-06"
24943,244,1,14367,"0.99","2020-03-21 02:00:10.996577-06"
24944,244,2,14657,"0.99","2020-03-21 12:08:09.996577-06"
24945,244,1,14919,"1.99","2020-03-21 21:35:43.996577-06"
24946,244,1,14975,"3.99","2020-03-21 23:36:16.996577-06"
24947,245,2,11061,"0.99","2020-03-01 22:18:44.996577-07"
24948,245,1,11105,"0.99","2020-03-01 23:41:57.996577-07"
24949,245,1,11211,"0.99","2020-03-02 03:45:14.996577-07"
24950,245,1,12303,"7.99","2020-03-17 22:11:48.996577-06"
24951,245,1,13286,"0.99","2020-03-19 10:56:33.996577-06"
24952,245,1,15782,"6.99","2020-03-23 06:11:52.996577-06"
24953,246,2,10683,"2.99","2020-03-01 09:01:29.996577-07"
24954,246,2,13418,"5.99","2020-03-19 15:22:22.996577-06"
24955,246,1,13750,"6.99","2020-03-20 03:40:08.996577-06"
24956,246,1,13987,"4.99","2020-03-20 11:47:56.996577-06"
24957,246,1,14360,"6.99","2020-03-21 01:45:06.996577-06"
24958,246,1,15746,"2.99","2020-03-23 04:54:45.996577-06"
24959,247,1,10279,"1.99","2020-02-29 18:55:10.996577-07"
24960,247,1,10410,"6.99","2020-02-29 23:21:55.996577-07"
24961,247,2,11204,"2.99","2020-03-02 03:24:57.996577-07"
24962,247,2,11306,"2.99","2020-03-02 07:13:36.996577-07"
24963,247,1,11495,"0.99","2020-03-16 15:19:46.996577-06"
24964,247,2,12265,"4.99","2020-03-17 20:50:27.996577-06"
24965,247,1,12482,"7.99","2020-03-18 05:06:02.996577-06"
24966,247,1,12491,"4.99","2020-03-18 05:17:11.996577-06"
24967,247,1,12824,"4.99","2020-03-18 17:46:26.996577-06"
24968,247,1,14041,"4.99","2020-03-20 14:13:49.996577-06"
24969,247,1,15783,"4.99","2020-03-23 06:14:10.996577-06"
24970,248,2,10418,"4.99","2020-02-29 23:39:33.996577-07"
24971,248,1,12241,"0.99","2020-03-17 20:01:43.996577-06"
24972,248,1,13918,"0.99","2020-03-20 09:15:58.996577-06"
24973,248,2,14704,"0.99","2020-03-21 13:30:48.996577-06"
24974,248,2,14885,"5.99","2020-03-21 20:26:55.996577-06"
24975,249,1,11124,"1.99","2020-03-02 00:23:51.996577-07"
24976,249,1,11159,"4.99","2020-03-02 01:29:21.996577-07"
24977,249,2,11668,"0.99","2020-03-16 22:15:58.996577-06"
24978,249,2,13981,"4.99","2020-03-20 11:35:46.996577-06"
24979,249,2,14285,"0.99","2020-03-20 23:19:14.996577-06"
24980,249,1,15160,"6.99","2020-03-22 07:02:16.996577-06"
24981,250,2,10604,"4.99","2020-03-01 06:03:34.996577-07"
24982,250,1,12361,"0.99","2020-03-18 00:15:57.996577-06"
24983,250,1,12810,"0.99","2020-03-18 17:12:36.996577-06"
24984,250,2,14565,"4.99","2020-03-21 08:53:11.996577-06"
24985,250,1,14587,"5.99","2020-03-21 09:49:21.996577-06"
24986,250,2,14814,"4.99","2020-03-21 17:40:40.996577-06"
24987,250,2,15247,"6.99","2020-03-22 10:20:31.996577-06"
24988,251,1,10575,"7.99","2020-03-01 05:10:07.996577-07"
24989,251,1,11733,"0.99","2020-03-17 00:59:29.996577-06"
24990,251,2,12047,"3.99","2020-03-17 13:16:58.996577-06"
24991,251,2,12666,"4.99","2020-03-18 11:40:07.996577-06"
24992,251,2,13121,"2.99","2020-03-19 04:20:05.996577-06"
24993,251,1,13243,"2.99","2020-03-19 09:01:42.996577-06"
24994,251,2,13260,"6.99","2020-03-19 09:37:48.996577-06"
24995,251,1,14292,"0.99","2020-03-20 23:34:46.996577-06"
24996,251,2,15647,"2.99","2020-03-23 00:52:22.996577-06"
24997,251,2,15870,"4.99","2020-03-23 08:51:34.996577-06"
24998,252,2,10314,"0.99","2020-02-29 19:59:44.996577-07"
24999,252,2,10834,"2.99","2020-03-01 14:56:26.996577-07"
25000,252,2,11764,"0.99","2020-03-17 02:20:20.996577-06"
25001,252,1,13385,"4.99","2020-03-19 14:08:01.996577-06"
25002,252,2,13989,"5.99","2020-03-20 11:56:16.996577-06"
25003,252,1,14774,"4.99","2020-03-21 16:20:58.996577-06"
25004,253,2,10404,"4.99","2020-02-29 22:59:51.996577-07"
25005,253,1,10660,"2.99","2020-03-01 08:16:27.996577-07"
25006,253,2,10881,"6.99","2020-03-01 16:06:40.996577-07"
25007,253,1,12572,"0.99","2020-03-18 08:01:20.996577-06"
25008,253,2,12827,"5.99","2020-03-18 17:55:49.996577-06"
25009,253,1,13126,"5.99","2020-03-19 04:28:54.996577-06"
25010,253,2,14086,"3.99","2020-03-20 16:16:20.996577-06"
25011,253,2,14283,"4.99","2020-03-20 23:12:40.996577-06"
25012,253,1,14640,"7.99","2020-03-21 11:31:45.996577-06"
25013,253,2,14655,"4.99","2020-03-21 12:05:36.996577-06"
25014,253,2,15221,"2.99","2020-03-22 09:40:55.996577-06"
25015,254,1,10522,"4.99","2020-03-01 03:17:17.996577-07"
25016,254,1,11190,"0.99","2020-03-02 02:50:00.996577-07"
25017,254,1,11665,"6.99","2020-03-16 22:05:23.996577-06"
25018,254,2,12148,"0.99","2020-03-17 16:41:41.996577-06"
25019,254,1,12206,"0.99","2020-03-17 18:50:46.996577-06"
25020,254,1,12247,"2.99","2020-03-17 20:20:17.996577-06"
25021,254,1,12874,"0.99","2020-03-18 19:36:23.996577-06"
25022,254,2,13001,"4.99","2020-03-19 00:05:10.996577-06"
25023,254,1,13045,"4.99","2020-03-19 01:46:01.996577-06"
25024,254,2,13130,"2.99","2020-03-19 04:35:08.996577-06"
25025,254,2,14497,"4.99","2020-03-21 06:38:13.996577-06"
25026,254,1,15774,"0.99","2020-03-23 05:53:34.996577-06"
25027,255,2,11979,"4.99","2020-03-17 10:35:39.996577-06"
25028,255,2,12176,"7.99","2020-03-17 17:38:59.996577-06"
25029,255,2,13154,"2.99","2020-03-19 05:38:20.996577-06"
25030,255,1,13268,"0.99","2020-03-19 10:02:16.996577-06"
25031,255,2,13683,"0.99","2020-03-20 01:23:21.996577-06"
25032,255,1,13758,"8.99","2020-03-20 03:49:52.996577-06"
25033,255,2,14600,"3.99","2020-03-21 10:13:47.996577-06"
25034,256,2,10759,"4.99","2020-03-01 11:51:17.996577-07"
25035,256,2,11011,"2.99","2020-03-01 20:35:33.996577-07"
25036,256,2,11628,"8.99","2020-03-16 20:55:44.996577-06"
25037,256,2,13457,"0.99","2020-03-19 17:01:48.996577-06"
25038,256,1,13651,"0.99","2020-03-20 00:18:34.996577-06"
25039,256,1,14003,"6.99","2020-03-20 12:44:32.996577-06"
25040,256,2,14036,"4.99","2020-03-20 14:03:53.996577-06"
25041,256,2,14445,"2.99","2020-03-21 04:36:08.996577-06"
25042,256,2,14458,"3.99","2020-03-21 05:16:19.996577-06"
25043,256,2,15609,"2.99","2020-03-22 23:24:30.996577-06"
25044,256,2,15861,"4.99","2020-03-23 08:44:11.996577-06"
25045,256,1,15864,"7.99","2020-03-23 08:46:38.996577-06"
25046,257,1,11230,"4.99","2020-03-02 04:27:34.996577-07"
25047,257,1,11394,"0.99","2020-03-02 10:13:11.996577-07"
25048,257,2,11545,"6.99","2020-03-16 17:24:32.996577-06"
25049,257,2,11860,"1.99","2020-03-17 06:20:52.996577-06"
25050,257,2,12841,"2.99","2020-03-18 18:24:21.996577-06"
25051,257,1,12904,"5.99","2020-03-18 20:39:16.996577-06"
25052,257,2,13203,"7.99","2020-03-19 07:29:24.996577-06"
25053,257,2,13218,"0.99","2020-03-19 08:08:05.996577-06"
25054,257,1,13389,"2.99","2020-03-19 14:21:17.996577-06"
25055,257,2,13846,"5.99","2020-03-20 07:00:57.996577-06"
25056,257,2,14115,"0.99","2020-03-20 17:38:55.996577-06"
25057,257,1,15025,"0.99","2020-03-22 01:25:50.996577-06"
25058,257,1,15967,"2.99","2020-03-23 12:18:32.996577-06"
25059,257,2,15968,"0.99","2020-03-23 12:19:55.996577-06"
25060,258,2,10293,"1.99","2020-02-29 19:12:52.996577-07"
25061,258,2,10315,"4.99","2020-02-29 20:03:11.996577-07"
25062,258,1,10325,"5.99","2020-02-29 20:20:38.996577-07"
25063,258,2,10332,"6.99","2020-02-29 20:25:58.996577-07"
25064,258,1,10393,"0.99","2020-02-29 22:21:16.996577-07"
25065,258,1,12246,"5.99","2020-03-17 20:17:07.996577-06"
25066,258,2,12296,"3.99","2020-03-17 21:44:54.996577-06"
25067,258,1,13491,"4.99","2020-03-19 17:59:22.996577-06"
25068,258,1,13695,"6.99","2020-03-20 01:41:51.996577-06"
25069,258,2,13897,"2.99","2020-03-20 08:30:54.996577-06"
25070,258,2,14901,"6.99","2020-03-21 21:00:03.996577-06"
25071,259,1,10510,"3.99","2020-03-01 02:56:56.996577-07"
25072,259,1,10781,"2.99","2020-03-01 12:51:07.996577-07"
25073,259,1,11184,"3.99","2020-03-02 02:29:52.996577-07"
25074,259,2,12680,"6.99","2020-03-18 12:12:12.996577-06"
25075,259,1,13109,"4.99","2020-03-19 03:51:46.996577-06"
25076,259,2,13112,"2.99","2020-03-19 03:55:36.996577-06"
25077,259,2,13366,"4.99","2020-03-19 13:43:11.996577-06"
25078,259,1,13598,"5.99","2020-03-19 22:27:43.996577-06"
25079,259,2,13649,"4.99","2020-03-20 00:17:04.996577-06"
25080,259,2,14067,"6.99","2020-03-20 15:17:49.996577-06"
25081,259,2,14170,"4.99","2020-03-20 19:29:05.996577-06"
25082,259,2,14966,"2.99","2020-03-21 23:14:23.996577-06"
25083,259,1,15425,"10.99","2020-03-22 16:34:23.996577-06"
25084,259,1,15473,"2.99","2020-03-22 18:07:36.996577-06"
25085,259,1,15689,"2.99","2020-03-23 02:21:21.996577-06"
25086,260,2,10970,"8.99","2020-03-01 19:35:12.996577-07"
25087,260,1,12852,"0.99","2020-03-18 18:41:06.996577-06"
25088,260,2,13440,"2.99","2020-03-19 16:11:18.996577-06"
25089,260,1,13685,"3.99","2020-03-20 01:25:37.996577-06"
25090,260,1,13966,"2.99","2020-03-20 10:56:54.996577-06"
25091,260,2,13978,"0.99","2020-03-20 11:31:51.996577-06"
25092,260,2,14035,"2.99","2020-03-20 14:00:24.996577-06"
25093,260,2,14441,"2.99","2020-03-21 04:28:04.996577-06"
25094,260,1,14579,"7.99","2020-03-21 09:23:13.996577-06"
25095,260,1,14610,"6.99","2020-03-21 10:27:35.996577-06"
25096,261,2,10246,"1.99","2020-02-29 17:58:16.996577-07"
25097,261,1,11834,"1.99","2020-03-17 05:29:06.996577-06"
25098,261,2,11928,"2.99","2020-03-17 08:56:50.996577-06"
25099,261,1,12327,"6.99","2020-03-17 23:11:48.996577-06"
25100,261,2,13245,"4.99","2020-03-19 09:12:07.996577-06"
25101,261,2,13506,"5.99","2020-03-19 18:35:32.996577-06"
25102,261,1,13669,"2.99","2020-03-20 00:54:58.996577-06"
25103,261,1,13849,"4.99","2020-03-20 07:11:00.996577-06"
25104,261,2,15397,"4.99","2020-03-22 15:37:12.996577-06"
25105,262,2,10421,"0.99","2020-02-29 23:42:36.996577-07"
25106,262,2,10770,"0.99","2020-03-01 12:14:05.996577-07"
25107,262,2,13466,"2.99","2020-03-19 17:23:42.996577-06"
25108,262,1,13808,"5.99","2020-03-20 05:24:09.996577-06"
25109,262,1,14180,"4.99","2020-03-20 19:44:41.996577-06"
25110,262,2,14465,"3.99","2020-03-21 05:22:48.996577-06"
25111,262,2,14834,"6.99","2020-03-21 18:14:24.996577-06"
25112,262,2,15270,"3.99","2020-03-22 11:17:08.996577-06"
25113,262,1,15456,"0.99","2020-03-22 17:35:27.996577-06"
25114,262,1,15640,"4.99","2020-03-23 00:33:06.996577-06"
25115,262,2,15771,"4.99","2020-03-23 05:47:12.996577-06"
25116,262,1,15918,"3.99","2020-03-23 10:26:01.996577-06"
25117,263,1,10476,"6.99","2020-03-01 01:31:46.996577-07"
25118,263,1,10775,"2.99","2020-03-01 12:28:18.996577-07"
25119,263,1,11339,"2.99","2020-03-02 08:30:32.996577-07"
25120,263,1,11822,"0.99","2020-03-17 05:01:05.996577-06"
25121,263,2,12057,"9.99","2020-03-17 13:33:01.996577-06"
25122,263,2,12432,"5.99","2020-03-18 03:03:39.996577-06"
25123,263,2,12919,"6.99","2020-03-18 21:00:41.996577-06"
25124,263,1,14335,"3.99","2020-03-21 01:01:33.996577-06"
25125,263,2,14448,"6.99","2020-03-21 04:41:36.996577-06"
25126,263,1,15322,"4.99","2020-03-22 12:48:56.996577-06"
25127,263,2,15922,"7.99","2020-03-23 10:35:57.996577-06"
25128,264,2,10792,"2.99","2020-03-01 13:12:50.996577-07"
25129,264,1,11527,"3.99","2020-03-16 16:53:32.996577-06"
25130,264,2,11533,"0.99","2020-03-16 17:03:19.996577-06"
25131,264,1,11539,"2.99","2020-03-16 17:14:07.996577-06"
25132,264,1,12518,"4.99","2020-03-18 06:09:58.996577-06"
25133,264,2,13590,"2.99","2020-03-19 22:17:25.996577-06"
25134,264,1,13664,"5.99","2020-03-20 00:47:02.996577-06"
25135,264,1,15595,"4.99","2020-03-22 22:47:38.996577-06"
25136,265,2,10592,"3.99","2020-03-01 05:41:26.996577-07"
25137,265,2,11000,"3.99","2020-03-01 20:24:40.996577-07"
25138,265,1,12207,"1.99","2020-03-17 18:52:33.996577-06"
25139,265,2,12346,"4.99","2020-03-17 23:46:21.996577-06"
25140,265,2,13700,"8.99","2020-03-20 01:54:43.996577-06"
25141,265,2,14125,"4.99","2020-03-20 18:00:42.996577-06"
25142,265,1,14547,"6.99","2020-03-21 08:20:04.996577-06"
25143,265,2,14556,"6.99","2020-03-21 08:31:53.996577-06"
25144,265,1,14943,"2.99","2020-03-21 22:28:25.996577-06"
25145,266,2,10747,"4.99","2020-03-01 11:28:07.996577-07"
25146,266,2,10910,"5.99","2020-03-01 17:23:00.996577-07"
25147,266,2,11233,"5.99","2020-03-02 04:34:37.996577-07"
25148,266,1,11321,"4.99","2020-03-02 07:43:33.996577-07"
25149,266,2,11626,"0.99","2020-03-16 20:54:08.996577-06"
25150,266,1,11726,"0.99","2020-03-17 00:39:36.996577-06"
25151,266,1,12255,"4.99","2020-03-17 20:35:46.996577-06"
25152,266,2,12378,"0.99","2020-03-18 00:54:39.996577-06"
25153,266,1,12405,"6.99","2020-03-18 02:05:56.996577-06"
25154,266,1,12715,"4.99","2020-03-18 13:38:04.996577-06"
25155,266,1,13468,"8.99","2020-03-19 17:25:10.996577-06"
25156,266,1,13556,"6.99","2020-03-19 20:38:52.996577-06"
25157,266,1,14080,"1.99","2020-03-20 15:58:16.996577-06"
25158,266,1,14492,"2.99","2020-03-21 06:27:34.996577-06"
25159,266,1,14877,"0.99","2020-03-21 20:08:22.996577-06"
25160,266,1,15181,"2.99","2020-03-22 08:14:46.996577-06"
25161,266,1,15346,"4.99","2020-03-22 13:34:26.996577-06"
25162,259,2,4591,"1.99","2020-03-22 22:41:42.996577-06"
25163,267,2,9807,"2.99","2020-04-30 02:42:18.996577-06"
25164,267,2,10048,"4.99","2020-04-30 10:37:22.996577-06"
25165,268,2,3670,"4.99","2020-04-06 00:25:09.996577-06"
25166,268,2,4626,"4.99","2020-04-07 23:46:47.996577-06"
25167,268,1,5039,"7.99","2020-04-08 18:43:11.996577-06"
25168,268,2,5671,"2.99","2020-04-09 23:46:48.996577-06"
25169,268,2,5793,"2.99","2020-04-10 06:01:26.996577-06"
25170,268,2,5888,"6.99","2020-04-10 11:20:43.996577-06"
25171,268,1,6120,"3.99","2020-04-10 23:18:19.996577-06"
25172,268,2,6489,"1.99","2020-04-11 17:51:12.996577-06"
25173,268,1,8931,"2.99","2020-04-29 17:58:33.996577-06"
25174,268,2,9436,"7.99","2020-04-30 13:01:27.996577-06"
25175,268,2,9531,"3.99","2020-04-30 16:40:19.996577-06"
25176,268,1,10040,"1.99","2020-04-30 10:22:41.996577-06"
25177,269,1,4125,"9.99","2020-04-06 22:48:55.996577-06"
25178,269,2,4804,"0.99","2020-04-08 08:25:56.996577-06"
25179,269,2,4880,"6.99","2020-04-08 11:04:43.996577-06"
25180,269,1,6440,"2.99","2020-04-11 15:53:30.996577-06"
25181,269,1,6626,"5.99","2020-04-12 00:44:50.996577-06"
25182,269,2,6804,"4.99","2020-04-12 08:50:32.996577-06"
25183,269,1,7032,"4.99","2020-04-26 18:31:35.996577-06"
25184,269,1,7537,"6.99","2020-04-27 13:04:35.996577-06"
25185,269,1,7972,"2.99","2020-04-28 05:36:12.996577-06"
25186,270,1,3501,"3.99","2020-04-05 15:39:54.996577-06"
25187,270,1,3987,"9.99","2020-04-06 14:56:50.996577-06"
25188,270,2,5533,"0.99","2020-04-09 17:47:54.996577-06"
25189,270,2,6520,"4.99","2020-04-11 19:33:42.996577-06"
25190,270,1,8355,"2.99","2020-04-28 20:26:09.996577-06"
25191,270,2,8618,"3.99","2020-04-29 05:16:46.996577-06"
25192,270,1,10069,"3.99","2020-04-30 11:11:44.996577-06"
25193,271,1,3640,"1.99","2020-04-05 22:40:52.996577-06"
25194,271,2,4545,"2.99","2020-04-07 19:46:13.996577-06"
25195,271,2,5878,"1.99","2020-04-10 10:38:23.996577-06"
25196,271,1,5922,"2.99","2020-04-10 13:05:19.996577-06"
25197,271,1,6024,"2.99","2020-04-10 17:45:13.996577-06"
25198,271,1,7618,"3.99","2020-04-27 15:52:40.996577-06"
25199,271,1,8592,"0.99","2020-04-29 04:02:24.996577-06"
25200,271,1,9821,"4.99","2020-04-30 03:16:20.996577-06"
25201,271,2,10143,"7.99","2020-04-30 13:40:09.996577-06"
25202,272,2,5047,"3.99","2020-04-08 19:12:41.996577-06"
25203,272,2,5158,"2.99","2020-04-09 00:21:35.996577-06"
25204,272,2,7300,"7.99","2020-04-27 04:18:43.996577-06"
25205,272,2,7658,"2.99","2020-04-27 17:37:38.996577-06"
25206,272,1,8248,"7.99","2020-04-28 16:10:22.996577-06"
25207,272,2,9787,"10.99","2020-04-30 01:54:45.996577-06"
25208,273,2,3556,"2.99","2020-04-05 18:14:39.996577-06"
25209,273,1,4937,"5.99","2020-04-08 13:58:25.996577-06"
25210,273,1,5256,"7.99","2020-04-09 05:24:11.996577-06"
25211,273,2,5435,"7.99","2020-04-09 12:56:33.996577-06"
25212,273,1,5605,"2.99","2020-04-09 20:35:11.996577-06"
25213,273,1,6592,"8.99","2020-04-11 22:48:01.996577-06"
25214,273,1,6635,"1.99","2020-04-12 01:16:24.996577-06"
25215,273,2,6696,"2.99","2020-04-12 04:12:30.996577-06"
25216,273,1,6717,"5.99","2020-04-12 05:03:28.996577-06"
25217,273,1,8449,"2.99","2020-04-28 23:10:51.996577-06"
25218,273,1,9186,"4.99","2020-04-30 03:42:14.996577-06"
25219,273,2,9285,"5.99","2020-04-30 06:54:34.996577-06"
25220,273,2,9391,"0.99","2020-04-30 11:17:07.996577-06"
25221,273,2,9693,"3.99","2020-04-29 22:40:16.996577-06"
25222,273,2,9729,"0.99","2020-04-30 00:12:09.996577-06"
25223,274,2,3532,"5.99","2020-04-05 16:53:04.996577-06"
25224,274,1,4147,"2.99","2020-04-07 00:00:38.996577-06"
25225,274,2,4582,"2.99","2020-04-07 21:37:35.996577-06"
25226,274,2,6389,"3.99","2020-04-11 13:46:46.996577-06"
25227,274,2,8259,"0.99","2020-04-28 16:33:42.996577-06"
25228,274,2,8406,"5.99","2020-04-28 22:03:11.996577-06"
25229,274,2,8517,"7.99","2020-04-29 01:29:14.996577-06"
25230,274,1,9331,"4.99","2020-04-30 09:15:16.996577-06"
25231,274,1,9677,"4.99","2020-04-29 22:08:11.996577-06"
25232,274,2,10059,"4.99","2020-04-30 10:49:15.996577-06"
25233,275,2,4396,"0.99","2020-04-07 12:42:45.996577-06"
25234,275,1,4634,"0.99","2020-04-08 00:08:28.996577-06"
25235,275,2,4912,"9.99","2020-04-08 12:54:37.996577-06"
25236,275,2,6301,"5.99","2020-04-11 09:22:35.996577-06"
25237,275,2,6856,"0.99","2020-04-12 11:18:42.996577-06"
25238,275,1,7553,"2.99","2020-04-27 13:40:02.996577-06"
25239,275,2,7596,"4.99","2020-04-27 15:02:23.996577-06"
25240,275,1,8746,"2.99","2020-04-29 10:31:41.996577-06"
25241,275,2,9258,"2.99","2020-04-30 05:59:57.996577-06"
25242,276,2,3714,"2.99","2020-04-06 02:19:54.996577-06"
25243,276,1,4715,"0.99","2020-04-08 03:44:03.996577-06"
25244,276,2,5186,"4.99","2020-04-09 01:47:06.996577-06"
25245,276,2,5246,"4.99","2020-04-09 04:53:44.996577-06"
25246,276,2,7282,"5.99","2020-04-27 03:28:45.996577-06"
25247,276,2,7842,"2.99","2020-04-28 00:38:32.996577-06"
25248,276,1,9070,"0.99","2020-04-29 23:09:05.996577-06"
25249,276,1,9080,"1.99","2020-04-29 23:31:05.996577-06"
25250,276,1,9102,"4.99","2020-04-30 00:16:46.996577-06"
25251,276,1,9229,"8.99","2020-04-30 05:06:43.996577-06"
25252,276,2,10149,"5.99","2020-04-30 13:49:12.996577-06"
